name,muscle,equipment,movement_images,difficulty
Barbell Bicep Curl Straight Bar,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Bicep_Curl_Straight_Bar_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Barbell Curls Against Wall,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Curls_Against_Wall_Exercise_Demo_How-to.gif,Beginner
Barbell Curls Lying Against An Incline,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Curls_Lying_Prone_Against_an_Incline_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Barbell Drag Curl,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bicep_Barbell_Drag_Curl_Exercise_Demo_How-to.gif,Intermediate
Barbell Spider Curls,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Spider_Curls_Exercise_Demo_How-to.gif,Beginner
Biceps Curl To Shoulder Press,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Bicep_Curl_to_Shoulder_Press_Biceps_Arms_Shoulder_Exercise_Demo_How-to.gif,Intermediate
Cable Bicep Curl Individual Arms Simultaneously,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Bicep_Curl_Individual_Arms_Simultaneously_Exercise_Demo_How-to.gif,Beginner
Cable Single-Arm Curl,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_One_Arm_Curl_Exercise_Demo_How-to.gif,Intermediate
Close Grip Straight Bar Bicep Curl,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Close_Grip_Straight_Bar_Bicep_Curl_Exercise_Demo_How-to.gif,Beginner
Close-Grip Ez Bar Curl,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Close-Grip_EZ_Bar_Curl_Biceps_Arm_Exercise_Demo_How-to.gif,Beginner
Cross Body Hammer Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Cross_Body_Hammer_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Dumbbell Bicep Curl Alternating,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Bicep_Curl_Alternating_Exercise_Demo_How-to.gif,Beginner
Dumbbell Bicep Curl Over Incline Bench,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Bicep_Curl_Over_Incline_Bench_Exercise_Demo_How-to.gif,Beginner
Dumbbell Bicep Curl Simultaneous,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Bicep_Curl_Simultaneous_Exercise_Demo_How-to.gif,Beginner
Dumbbell Concentration Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Concentration_Curl_Exercise_Demo_How-to.gif,Beginner
Dumbbell Incline Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Incline_Curl_Exercise_Demo_How-to.gif,Beginner
Dumbbell Spider Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Spider_Curl_Exercise_Demo_How-to.gif,Intermediate
Flexor Incline Dumbbell Curls,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Flexor_Incline_Dumbbell_Curls_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
High Cable Curls,● Biceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/High-Cable-Curls.gif,Intermediate
Incline Inner Biceps Curl,● Biceps,"Bench, Dumbbells",https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Inner_Biceps_Curl_Biceps_Arm_Exercise_Demo_How-to.gif,Beginner
Lying Cable Curl,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Lying_Cable_Curl_Biceps_Arm_Exercise_Demo_How-to.gif,Intermediate
Lying Supine Dumbbell Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Lying_Supine_Dumbbell_Curls_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Machine Bicep Curl,● Biceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Machine_Bicep_Curl_Biceps_-_Exercise_Demo.gif,Beginner
Outward Facing Cable Curl,● Biceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Outward-Facing-Cable-Curl.gif,Beginner
Overhead Cable Curl,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Overhead_Cable_Curl_Biceps_Arm_Exercise_Demo_How-to.gif,Intermediate
Preacher Curls,● Biceps,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Preacher_Curls_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Preacher Hammer Dumbbell Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Preacher_Hammer_Dumbbell_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Pyramid Bicep Curls,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Pyramid_Bicep_Curls_Exercise_Demo_How-to.gif,Beginner
Reverse Barbell Preacher Curls,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse_Barbell_Preacher_Curls_Biceps_Forearms_Arm_Exercise_Demo_How-to.gif,Intermediate
Reverse Grip Barbell Bicep curls,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse_Grip_Barbell_Bicep_Curl_Exercise_Demo_How-to.gif,Beginner
Reverse Grip Cable Bicep Curls,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse_Grip_Cable_Bicep_Curls_Exercise_Demo_How-to.gif,Beginner
Rope Cable Hammer Curls,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Rope_Hammer_Curls_Exercise_Demo_How-to.gif,Beginner
Seated Close-Grip Concentration Barbell Curl,● Biceps,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Close-Grip_Concentration_Barbell_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Intermediate
Seated Dumbbell Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Dumbbell_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Simultaneous Hammer Curls,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Hammer_Curls_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Single Leg Bicep Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Bicep_Curls_Arm_Bicep_Exercise_Demo_How-to.gif,Intermediate
Single-Arm Dumbbell Preacher Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/One_Arm_Dumbbell_Preacher_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Sitting Single Arm Bicep Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Sitting-Single-Arm-Bicep-Curl.gif,Beginner
Standing Concentration Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Concentration_Curl_Arms_Biceps_Exercise_Demo_How-to.gif,Beginner
Standing Dumbbell Reverse Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Dumbbell_Reverse_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Intermediate
Straight Bar Bicep Cable Curls,● Biceps,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Straight_Bar_Bicep_Cable_Curls_Exercise_Demo_How-to.gif,Beginner
Two-Arm Dumbbell Preacher Curl,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Two_Arm_Dumbbell_Preacher_Curl_Arms_Bicep_Exercise_Demo_How-to.gif,Beginner
Wide Bicep Curls,● Biceps,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide-Bicep-Curls.gif,Beginner
Zottman Curls,● Biceps,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Zottman_Curls_Exercise_Demo_How-to.gif,Intermediate
Barbell Seated Calf Raises,● Calves,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Seated_Calf_Raises_Leg__Calves_Exercise_Demo_How-to.gif,Beginner
Calf Press,● Calves,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Calf_Press_Calves_-_Exercise_Demo.gif,Beginner
Calf Press on Leg Press,● Calves,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Calf_Press_On_Leg_Press_Machine_Calves_-_Exercise_Demo.gif,Beginner
Dumbbell Seated Calf Raises,● Calves,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Seated_Calf_Raise_Calves_Leg_Exercise_Demo_How-to.gif,Beginner
Rocking Standing Calf Raise,● Calves,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Rocking_Standing_Calf_Raise_Leg_Calf_Exercise_Demo_How-to.gif,Beginner
Seated Calf Raises Machine,● Calves,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Calf_Raise_Leg_Calf_Exercise_Demo_How-to.gif,Beginner
Single Leg Calf Raise,● Calves,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Calf_Raise.gif,Beginner
Standing Barbell Calf Raise,● Calves,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Barbell_Calf_Raise_Legs_Calf_Exercise_Demo_How-to.gif,Beginner
Standing Calf Raises,● Calves,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Calf_Raises_Legs_Calf_Exercise_Demo_How-to.gif,Beginner
Standing Calf Raises Smith Machine,● Calves,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Calf_Raises_Smith_Machine_Legs_Calf_Exercise_Demo_How-to.gif,Beginner
Standing Dumbbell Calf Raise,● Calves,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Dumbbell_Calf_Raise_Calves_Leg_Exercise_Demo_How-to.gif,Intermediate
Elliptical Machine,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Elliptical_Machine_Cardio_Exercise_Demo_How-to.gif,Intermediate
Jog In Place,● Cardio,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Jog_In_Place_Cardio_Warm-up_Exercise_Demo_How-to.gif,Beginner
Rowing Machine,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Rowing-Machine.gif,Beginner
SkiErg,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/SkiErg.gif,Beginner
Stair Stepper,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Exercise_Equipment__How_to_Use_a_Stepper_Machine.gif,Beginner
Stationary Bicycle (Bike),● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Stationary_Bicycle_Cardio_Exercise_Demo_How-to.gif,Beginner
Treadmill Jogging,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Jogging_on_a_Treadmill_Cardio_Exercise_Demo_How-to.gif,Beginner
Treadmill Running,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Jogging_on_a_Treadmill_Cardio_Exercise_Demo_How-to.gif,Beginner
Treadmill Running Incline,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Treadmill_Running_Legs_Cardio_Exercise_Demo_How-to.gif,Beginner
Treadmill Walking,● Cardio,Machine,,Beginner
Treadmill Walking Incline,● Cardio,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Treadmill_Walking_Legs_Cardio_Exercise_Demo_How-to.gif,Beginner
VersaClimber,● Cardio,Machine,,Beginner
Wall Push Running,● Cardio,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Wall-push_Running_Legs_Quads_Cardio_Exercise_Demo_How-to.gif,Beginner
Barbell Bench Press,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Barbell Close Grip Incline Bench Press,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Close_Grip_Incline_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Bench Press - Powerlifting Form,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bench_Press_-_Powerlifting_Chest_Pecs_Exercise_Demo_How-to.gif,Intermediate
Bodyweight Flyes,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bodyweight_Flyes_Chest_Pec_Exercise_Demo_How-to.gif,Intermediate
Bosu Push-ups,● Chest,Bosu,https://cdn.fitsw.com/assets/img/exerciseGifs/Bosu_Push_Up_Chest_Exercise_Demo_How-to.gif,Intermediate
Butterfly,● Chest,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Butterfly_Chest_Exercise_Demo_How-to.gif,Beginner
Cable Chest Fly,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable-Chest-Fly.gif,Intermediate
Cable Chest Press and Twist,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Chest_Press_&_Twist_Exercise_Demo_How-to.gif,Beginner
Cable Crossover,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Crossover_Chest_Exercise_Demo_How-to.gif,Beginner
Cable Iron Cross,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Iron_Cross_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Cable Low Chest Raise,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Low_Chest_Raise_Chest_Exercise_Demo_How-to.gif,Beginner
Chest Dumbbell Flyes,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Chest_Dumbbell_Flyes_Exercise_Demo_How-to.gif,Beginner
Chest Press Machine,● Chest,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Chest_Press_Machine_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Chest Push (Multiple Response),● Chest,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Chest_Push_Multiple_Response_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Close Position Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Close_Pushup_Chest_-_Exercise_Demo.gif,Intermediate
Cross Over - With Bands,● Chest,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Cross-Over_with_Bands_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Cross Over Box Press Up,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Dynamic_Push-up_Exercises.gif,Intermediate
Decline Dumbbell Flyes,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Decline_Dumbbell_Flyes_Chest_Exercise_Demo_How-to.gif,Beginner
Deficit Push-ups on Dumbbells,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Deficit-Push-ups-on-Dumbbells.gif,Advanced
Dive Bomb Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Dive_Bomber_Push-Up__Exercise_Guide.gif,Intermediate
Drop Push,● Chest,Other,https://cdn.fitsw.com/assets/img/exerciseGifs/Drop_Push_Chest_Pec_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Bench Press,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Dumbbell Bench Press With Neutral Grip,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Bench_Press_with_Neutral_Grip_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Dumbbell Decline Bench Press,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Decline_Dumbbell_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Dynamic Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Dynamic_push_ups.gif,Intermediate
Elevated Medicine Ball Push-ups,● Chest,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Elevated_Medicine_Ball_Push-Up_Chest_Exercise_Demo_How-to.gif,Intermediate
Exercise Ball Push-ups,● Chest,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Exercise_Ball_Push-Up_Pecs_Chest_Exercise_Demo_How-to.gif,Intermediate
Explosive Plyo Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Explosive_Plyo_Pushup_Exercise_Demo_How-to.gif,Advanced
Hammer Grip Incline Db Bench Press,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Hammer-Grip_incline_Dumbbell_Bench_Press_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Hand Release Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Reebok_CrossFit_ONE_Movement_Demo_Hand-Release_Pushup.gif,Intermediate
Hover Glides,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Hover_Glide_Exercise_Demo_How-to.gif,Advanced
Incline Barbell Bench Press,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Barbell_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Cable Chest Press,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Cable_Chest_Press_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Cable Flyes,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Cable_Flyes_Pecs_Chest_Exercise_Demo_How-to.gif,Intermediate
Incline Dumbbell Flyes - With A Twist,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Dumbbell_Flyes_with_a_Twist_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Dumbbell Flys,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Dumbbell_Flyes_-_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Dumbbell Press,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Dumbbell_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Dumbbell Press Reverse-Grip,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Dumbbell_Press_Reverse_Grip_Chest_Pec_Exercise_Demo_How-to.gif,Intermediate
Incline Dumbbell Press With Palms Facing In,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Dumbbell_Press_with_Palms_Facing_In_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Push-ups Depth Jump,● Chest,Box,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Push-Up_Depth_Jump_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Incline Push-ups on Bench,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Pushup_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Push-ups on Stepper Platform,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Push-Up_on_Stepper_Platform_Chest_Exercise_Demo_How-to.gif,Beginner
Incline Push-ups Using Bar,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Push-Up_Using_Bar_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Kettlebell Pullover,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Kettlebell-Pullover.gif,Beginner
Kneeling Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Kneeling_Push_Ups_Chest_Exercise_Demo_How-to.gif,Beginner
Leverage Decline Chest Press,● Chest,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Leverage_Decline_Chest_Press_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Lunge And Chest Press,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Lunge_and_Chest_Press_Quads_Legs_Pecs_Chest_Exercise_Demo_How-to.gif,Intermediate
Medicine Ball Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Med-ball-Push-ups.gif,Advanced
Pec Fly Machine,● Chest,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Pec_Fly_Machine_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Plyo Kettlebell Push-ups,● Chest,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Plyo_Kettlebell_Push-Ups_Chest_Exercise_Demo_How-to.gif,Advanced
Push-Ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Push-Ups_Chest_Exercise_Demo_How-to.gif,Beginner
Push-ups Jacks,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Push-Up_Jacks_Exercise_Demo_How-to.gif,Advanced
Push-ups on Bar,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Push-up_On_Bar_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Push-ups With Feet Elevated,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Push-Ups_with_Feet_Elevated_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Push-ups with Feet on Stability Ball,● Chest,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Push_Ups_with_Feet_on_Stability_Ball_Exercise_Demo_How-to.gif,Intermediate
Seated Cable Chest Press,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Cable_Chest_Press_Chest_-_Exercise_Demo.gif,Beginner
Serratus Shrug,● Chest,Equalizer,https://cdn.fitsw.com/assets/img/exerciseGifs/Serratus-Shrug.gif,Intermediate
Single-Arm Cable Crossover,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Arm_Cable_Crossover_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Single-Arm Dumbbell Bench Press,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/One_Arm_Dumbbell_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Single-Arm Push-Up,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-ArmPush-Up.gif,Advanced
Smith Bench Press,● Chest,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Bench_Press_Chest_Exercise_Demo_How-to.gif,Beginner
Smith Decline Bench Press,● Chest,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Decline_Bench_Press_Chest_Exercise_Demo_How-to.gif,Intermediate
Smith Machine Incline Bench Press,● Chest,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Machine_Incline_Bench_Press_Pecs_Chest_Exercise_Demo_How-to.gif,Beginner
Smith Machine Push-ups,● Chest,Smith Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Smith_Machine_Push-Up_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Stability Ball Dumbbell Bench Press,● Chest,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Stability_Ball_Dumbbell_Bench_Press_Chest_Pec_Exercise_Demo_How-to.gif,Intermediate
Standing Cable Chest Press,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Cable_Chest_Press_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Standing Cable Chest Press Wide Finish,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Cable_Chest_Press_Wide_Finish_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Standing Cable Decline Chest Press,● Chest,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Cable_Decline_Chest_Press_Chest_Pec_Exercise_Demo_How-to.gif,Beginner
Straight-Arm Barbell Pullover,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Pullover_Exercise_Demo_How-to.gif,Beginner
Straight-Arm Dumbbell Pullover,● Chest,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Pullover_Exercise_Demo_How-to.gif,Intermediate
Suspended TRX Chest Dip,● Chest,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_TRX_Chest_Dip_Chest_Pec_Exercise_Demo_How-to.gif,Advanced
Suspended TRX Chest Fly,● Chest,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_TRX_Chest_Fly_Chest_Exercise_Demo_How-to.gif,Intermediate
Suspended TRX Chest Press,● Chest,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/TRX_Suspended_Chest_Press_Chest_Exercise_Demo_How-to.gif,Intermediate
TRX Push-ups,● Chest,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/TRX-Pushup.gif,Advanced
Wide Position Push-ups,● Chest,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide_Grip_Push-Ups_Chest_Exercise_Demo_How-to.gif,Beginner
Wide-Grip Decline Barbell Bench Press,● Chest,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide-grip_decline_barbell_bench_press_Chest_Pec_Exercise_Demo_How-to.gif,Intermediate
Advanced Kettlebell Windmill,● Core,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Advanced_Kettlebell_Windmill_Exercise_Demo_How-to.gif,Intermediate
Alternating Reverse Crunch with Toe Touch,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_Reverse_Crunch_with_Toe_Touch_Exercise_Demo_How-to.gif,Intermediate
Cable Horizontal Twist High to Low,● Core,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Horizontal_Twist_High_to_Low_Core_Exercise_Demo_How-to.gif,Intermediate
Core Kickouts,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Core_Kickouts.gif,Beginner
Front Leg Raises,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Front_Leg_Raises_Dynamic_Stretch_Legs_Hamstring_Exercise_Demo_How-to.gif,Beginner
Incline Plank,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Incline_Plank_Exercise_Demo_How-to.gif,Beginner
Kettlebell Windmill,● Core,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Advanced-Kettlebell-Windmill.gif,Intermediate
Landmine Oblique Twist,● Core,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Exercise_Demo_How-to.gif,Intermediate
Landmine Windshield Wiper,● Core,"Barbell, Landmine",https://cdn.fitsw.com/assets/img/exerciseGifs/Landmine-Windshield-Wiper.gif,Intermediate
Pull-up Bar Windshield Wipers,● Core,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Pull-up-Bar-Windshield-Wipers.gif,Advanced
Rotational Throw,● Core,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Rotational_Throw_Core_Exercise_Demo_How-to.gif,Beginner
Side Hip Balance Jack Knives with Mini Ball,● Core,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Side-Hip-Balance-Jack-Knives-with-Mini-Ball.gif,Intermediate
Side Hip Balance Mini Ball Slide,● Core,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Side-Hip-Balance-Mini-Ball-Slide.gif,Beginner
Side Kickouts,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/SideKickouts.gif,Advanced
